Training on dataset data/CE_train_E1.h5
cuda:0
models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Number of parameters: 1031645
Training Loss (progress: 0.40): 0.5536709020993911
Training Loss (progress: 0.50): 0.5482730793939247
Training Loss (progress: 0.60): 0.582784015296942
Training Loss (progress: 0.70): 0.5918857169684211
Training Loss (progress: 0.80): 0.49883140119762903
Training Loss (progress: 0.90): 0.5458411898372503
Evaluation on validation dataset:
Step 25, mean loss 0.30786092243933805
Step 50, mean loss 0.4948759385514613
Step 75, mean loss 0.6779882179443573
Step 100, mean loss 0.754802442744312
Step 125, mean loss 0.8327870546035522
Step 150, mean loss 0.9258858841071221
Step 175, mean loss 1.3194782735724282
Step 200, mean loss 1.4721583921152033
Step 225, mean loss 1.9109813211083884
Unrolled forward losses 11.56925915877967
Unrolled forward base losses 2.927822615141285
Epoch 21
Starting epoch 21...
Training Loss (progress: 0.00): 0.5134792640650451
Training Loss (progress: 0.10): 0.5101423792395136
Training Loss (progress: 0.20): 0.557914620357866
Training Loss (progress: 0.30): 0.5261677875756262
Training Loss (progress: 0.40): 0.5457402277397191
Training Loss (progress: 0.50): 0.5716182266969807
Training Loss (progress: 0.60): 0.5335999010492444
Training Loss (progress: 0.70): 0.598366225148042
Training Loss (progress: 0.80): 0.5671433436114486
Training Loss (progress: 0.90): 0.5357246571075164
Evaluation on validation dataset:
Step 25, mean loss 0.3146804293864977
Step 50, mean loss 0.48699558496909595
Step 75, mean loss 0.69498397627758
Step 100, mean loss 0.75661108429636
Step 125, mean loss 0.844259670430537
Step 150, mean loss 0.9251387636506886
Step 175, mean loss 1.3180205653023334
Step 200, mean loss 1.4609271796742729
Step 225, mean loss 1.9028583109151511
Unrolled forward losses 11.335415879104495
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.3339659731637349
Step 50, mean loss 0.5481784518105591
Step 75, mean loss 0.6896063824263516
Step 100, mean loss 0.8568096466313676
Step 125, mean loss 1.0601535303873413
Step 150, mean loss 1.321517099695904
Step 175, mean loss 1.3180548986143763
Step 200, mean loss 1.7468974845400986
Step 225, mean loss 2.018319149586581
Unrolled forward losses 14.251979740171784
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  1 day, 6:31:35.560863 

Epoch 22
Starting epoch 22...
Training Loss (progress: 0.00): 0.5636106584695396
Training Loss (progress: 0.10): 0.5851839413254616
Training Loss (progress: 0.20): 0.4905552547187003
Training Loss (progress: 0.30): 0.5731099360245135
Training Loss (progress: 0.40): 0.5395648661674214
Training Loss (progress: 0.50): 0.532660501631201
Training Loss (progress: 0.60): 0.5848510403123427
Training Loss (progress: 0.70): 0.5464032965640455
Training Loss (progress: 0.80): 0.5263732667241057
Training Loss (progress: 0.90): 0.5308883899285334
Evaluation on validation dataset:
Step 25, mean loss 0.29715504975217266
Step 50, mean loss 0.48402020273731006
Step 75, mean loss 0.6791087474167792
Step 100, mean loss 0.7703230349813865
Step 125, mean loss 0.842051062382543
Step 150, mean loss 0.9339236672914114
Step 175, mean loss 1.3341763337863275
Step 200, mean loss 1.453695793053054
Step 225, mean loss 1.9143140262486367
Unrolled forward losses 11.611657288219252
Unrolled forward base losses 2.927822615141285
Epoch 23
Starting epoch 23...
Training Loss (progress: 0.00): 0.551748060013468
Training Loss (progress: 0.10): 0.5384604453455036
Training Loss (progress: 0.20): 0.5560018416085117
Training Loss (progress: 0.30): 0.5351128788142351
Training Loss (progress: 0.40): 0.5686044847881934
Training Loss (progress: 0.50): 0.5400332024659961
Training Loss (progress: 0.60): 0.5213386758125481
Training Loss (progress: 0.70): 0.5309405096202495
Training Loss (progress: 0.80): 0.5610251650936591
Training Loss (progress: 0.90): 0.5622895189900503
Evaluation on validation dataset:
Step 25, mean loss 0.3149495330004176
Step 50, mean loss 0.48701698042311015
Step 75, mean loss 0.6696446628171525
Step 100, mean loss 0.7493761858199763
Step 125, mean loss 0.8424263023577967
Step 150, mean loss 0.9205939143367811
Step 175, mean loss 1.3135256477154083
Step 200, mean loss 1.4486026281801316
Step 225, mean loss 1.8718719657227783
Unrolled forward losses 11.48001066115256
Unrolled forward base losses 2.927822615141285
Epoch 24
Starting epoch 24...
Training Loss (progress: 0.00): 0.5549887791082927
Training Loss (progress: 0.10): 0.5603719901516333
Training Loss (progress: 0.20): 0.5678732809647632
Training Loss (progress: 0.30): 0.5710258689701642
Training Loss (progress: 0.40): 0.5151220060026339
Training Loss (progress: 0.50): 0.5465991490385921
Training Loss (progress: 0.60): 0.5913979462109527
Training Loss (progress: 0.70): 0.5358644925137974
Training Loss (progress: 0.80): 0.5483733372594006
Training Loss (progress: 0.90): 0.5002549611846361
Evaluation on validation dataset:
Step 25, mean loss 0.3061850407575664
Step 50, mean loss 0.48393308574092275
Step 75, mean loss 0.6858401139339279
Step 100, mean loss 0.7504080329309304
Step 125, mean loss 0.8645919558554476
Step 150, mean loss 0.9181728688465518
Step 175, mean loss 1.328747725211127
Step 200, mean loss 1.4050963278719508
Step 225, mean loss 1.8649550655884903
Unrolled forward losses 11.131320781634527
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.32736176216006924
Step 50, mean loss 0.5304273166852074
Step 75, mean loss 0.693637350179522
Step 100, mean loss 0.910032771827475
Step 125, mean loss 1.0439388875235447
Step 150, mean loss 1.340899501086481
Step 175, mean loss 1.334599890327893
Step 200, mean loss 1.738170307192843
Step 225, mean loss 2.031433160135402
Unrolled forward losses 14.169237099228429
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n0_tw25_unrolling2_time11141146.pt
Training time:  1 day, 10:50:26.618283 

Test loss: 14.169237099228429
Training time (until epoch 24):  {datetime.timedelta(days=1, seconds=39026, microseconds=618283)}
