Training on dataset data/CE_train_E1.h5
cuda:0
models/GNN_CE_E1_xresolution100-200_n100_tw25_unrolling2_time11122040.pt
Number of parameters: 1031645
Training Loss (progress: 0.30): 0.1257647177547072
Training Loss (progress: 0.40): 0.11790857485354769
Training Loss (progress: 0.50): 0.12414104874825324
Training Loss (progress: 0.60): 0.12230513594582308
Training Loss (progress: 0.70): 0.11809425533226488
Training Loss (progress: 0.80): 0.12313792665358475
Training Loss (progress: 0.90): 0.11797355603719868
Evaluation on validation dataset:
Step 25, mean loss 0.06235267879095648
Step 50, mean loss 0.06941816306137634
Step 75, mean loss 0.06775464167587458
Step 100, mean loss 0.07853561541413487
Step 125, mean loss 0.09518228865985576
Step 150, mean loss 0.12899360297076473
Step 175, mean loss 0.14968238247320648
Step 200, mean loss 0.2611089578661144
Step 225, mean loss 0.17313988505412733
Unrolled forward losses 2.0454828891407617
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.069490283778474
Step 50, mean loss 0.06510490590630022
Step 75, mean loss 0.07590288190993111
Step 100, mean loss 0.11922118927107346
Step 125, mean loss 0.14824790470518015
Step 150, mean loss 0.12004866433611525
Step 175, mean loss 0.12955779491096736
Step 200, mean loss 0.16192638795025582
Step 225, mean loss 0.23143981331290062
Unrolled forward losses 2.4648429357076775
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n100_tw25_unrolling2_time11122040.pt
Training time:  1 day, 12:13:04.419230 

Epoch 22
Starting epoch 22...
Training Loss (progress: 0.00): 0.1307981812450546
Training Loss (progress: 0.10): 0.1257581476917656
Training Loss (progress: 0.20): 0.125629820347471
Training Loss (progress: 0.30): 0.12058601904920435
Training Loss (progress: 0.40): 0.1263474900100862
Training Loss (progress: 0.50): 0.12351956011377531
Training Loss (progress: 0.60): 0.1350394058282039
Training Loss (progress: 0.70): 0.12112398945017207
Training Loss (progress: 0.80): 0.13034750301441295
Training Loss (progress: 0.90): 0.12791423092540913
Evaluation on validation dataset:
Step 25, mean loss 0.06051984261453806
Step 50, mean loss 0.06864382684341792
Step 75, mean loss 0.06690777174534152
Step 100, mean loss 0.07892108041905066
Step 125, mean loss 0.09592359171850212
Step 150, mean loss 0.12717477880611863
Step 175, mean loss 0.15537666305825787
Step 200, mean loss 0.2667614730660549
Step 225, mean loss 0.17162518953224043
Unrolled forward losses 2.032521413218456
Unrolled forward base losses 2.927822615141285
Evaluation on test dataset:
Step 25, mean loss 0.06820363343001269
Step 50, mean loss 0.06471209434807568
Step 75, mean loss 0.07607579105335115
Step 100, mean loss 0.1184537900499962
Step 125, mean loss 0.15001418126764882
Step 150, mean loss 0.11998631929706108
Step 175, mean loss 0.12986063516481294
Step 200, mean loss 0.16287913730380388
Step 225, mean loss 0.23705350383860313
Unrolled forward losses 2.5262039297101624
Unrolled forward base losses 3.162220099443931
Saved model at models/GNN_CE_E1_xresolution100-200_n100_tw25_unrolling2_time11122040.pt
Training time:  1 day, 13:53:24.197330 

Epoch 23
Starting epoch 23...
Training Loss (progress: 0.00): 0.1285773894882142
Training Loss (progress: 0.10): 0.12547037297641225
Training Loss (progress: 0.20): 0.1276695269655442
Training Loss (progress: 0.30): 0.1241723200891228
Training Loss (progress: 0.40): 0.12769392792109768
Training Loss (progress: 0.50): 0.12036057352820194
Training Loss (progress: 0.60): 0.1158057754595024
Training Loss (progress: 0.70): 0.12443306334120968
Training Loss (progress: 0.80): 0.11690384273455662
Training Loss (progress: 0.90): 0.12158755145247294
Evaluation on validation dataset:
Step 25, mean loss 0.06078050638897875
Step 50, mean loss 0.0680203769933965
Step 75, mean loss 0.06672847151896245
Step 100, mean loss 0.0779214540338855
Step 125, mean loss 0.09490035840879646
Step 150, mean loss 0.1276529216376843
Step 175, mean loss 0.14937224874333363
Step 200, mean loss 0.2578762552970555
Step 225, mean loss 0.16648256429359787
Unrolled forward losses 2.08121078748751
Unrolled forward base losses 2.927822615141285
Epoch 24
Starting epoch 24...
Training Loss (progress: 0.00): 0.12315352132045962
Training Loss (progress: 0.10): 0.1239604088046381
Training Loss (progress: 0.20): 0.13013164691762946
Training Loss (progress: 0.30): 0.11752252084700515
Training Loss (progress: 0.40): 0.13505219005022748
Training Loss (progress: 0.50): 0.12826247336165666
Training Loss (progress: 0.60): 0.1278689319150903
Training Loss (progress: 0.70): 0.12253612570777912
Training Loss (progress: 0.80): 0.1301086768752036
Training Loss (progress: 0.90): 0.12296309348618732
Evaluation on validation dataset:
Step 25, mean loss 0.0628173185477363
Step 50, mean loss 0.06803142070577925
Step 75, mean loss 0.06586174529782418
Step 100, mean loss 0.07884325937783457
Step 125, mean loss 0.09505603140196425
Step 150, mean loss 0.12656072311566946
Step 175, mean loss 0.14890218750138287
Step 200, mean loss 0.25858564165871567
Step 225, mean loss 0.17113546052848777
Unrolled forward losses 2.102095381964703
Unrolled forward base losses 2.927822615141285
Test loss: 2.5262039297101624
Training time (until epoch 22):  {datetime.timedelta(days=1, seconds=50004, microseconds=197330)}
